OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddressNo,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200084,2023-08-28,C64160,Monitor,2,165.49,967,Online,Shipped,TRK34121529,4,WINTER15,Instagram,330.98
ORD200085,2024-09-09,C14553,Tablet,3,146.73,768,Cash,Delivered,TRK93538334,8,FREESHIP,Email,440.19
ORD200086,2024-06-19,C88205,Printer,5,643.03,447,Online,Cancelled,TRK93504166,5,FREESHIP,Referral,3215.15
ORD200087,2024-10-10,C91245,Tablet,3,225.11,915,Cash,Shipped,TRK46976391,4,SAVE10,Facebook,675.33
ORD200088,2025-06-05,C75439,Desk,3,114.81,318,Gift Card,Cancelled,TRK19831653,7,NONE,Google,344.43
ORD200089,2025-02-25,C17181,Printer,5,455.33,291,Credit Card,Cancelled,TRK78912978,8,FREESHIP,Google,2276.65
ORD200090,2023-09-18,C36540,Chair,4,182.08,611,Gift Card,Delivered,TRK35828122,4,SAVE10,Email,728.32
ORD200091,2023-03-15,C98216,Laptop,5,492.75,196,Cash,Shipped,TRK40986666,6,WINTER15,Referral,2463.75
ORD200092,2024-06-10,C29568,Printer,4,48.61,203,Online,Shipped,TRK46531075,7,FREESHIP,Facebook,194.44
ORD200093,2023-01-14,C97262,Desk,4,431.01,837,Credit Card,Returned,TRK65990229,7,NONE,Referral,1724.04
ORD200094,2023-02-11,C79821,Chair,1,531.18,781,Gift Card,Returned,TRK12780193,6,WINTER15,Instagram,531.18
ORD200095,2023-03-24,C76761,Printer,4,117.51,839,Debit Card,Returned,TRK60179774,7,NONE,Referral,470.04
ORD200096,2024-06-01,C93007,Phone,2,232.83,103,Gift Card,Delivered,TRK85696091,7,NONE,Instagram,465.66
ORD200097,2025-01-21,C15624,Tablet,5,619.52,922,Debit Card,Pending,TRK40621141,9,NONE,Email,3097.6
ORD200098,2023-01-14,C70921,Printer,2,228.54,533,Debit Card,Pending,TRK54983109,3,NONE,Email,457.08
ORD200099,2025-04-12,C30477,Printer,1,201.58,717,Debit Card,Cancelled,TRK51829648,2,WINTER15,Email,201.58
ORD200100,2023-02-17,C74866,Phone,3,664.79,743,Online,Delivered,TRK53783265,6,NONE,Facebook,1994.37
ORD200101,2023-11-25,C15283,Printer,1,381.02,152,Cash,Shipped,TRK19286291,6,NONE,Google,381.02
ORD200102,2023-03-08,C18037,Laptop,2,70.34,944,Gift Card,Cancelled,TRK47362236,3,FREESHIP,Email,140.68
ORD200103,2025-01-25,C62656,Phone,4,218.43,514,Credit Card,Cancelled,TRK86296459,9,SAVE10,Email,873.72
ORD200104,2024-07-30,C65744,Phone,1,582.04,647,Gift Card,Delivered,TRK39906058,1,FREESHIP,Email,582.04
ORD200105,2024-10-24,C72290,Printer,3,185.4,810,Gift Card,Cancelled,TRK68792129,7,NONE,Facebook,556.2
ORD200106,2023-09-08,C73514,Desk,3,465.05,126,Credit Card,Cancelled,TRK96777924,3,SAVE10,Email,1395.15
ORD200107,2023-03-27,C16775,Printer,5,670.75,848,Gift Card,Shipped,TRK34392124,8,FREESHIP,Instagram,3353.75
ORD200108,2024-12-28,C33099,Laptop,5,48.38,522,Gift Card,Delivered,TRK28522330,9,WINTER15,Email,241.9
ORD200109,2023-09-17,C51157,Desk,3,592.87,131,Gift Card,Shipped,TRK18674578,3,FREESHIP,Referral,1778.61
ORD200110,2024-04-21,C74562,Tablet,1,220.77,388,Gift Card,Pending,TRK32062079,5,FREESHIP,Instagram,220.77
ORD200111,2025-05-07,C95271,Desk,3,309.22,620,Online,Cancelled,TRK74904969,7,FREESHIP,Google,927.66
ORD200112,2023-01-01,C81366,Monitor,1,410.6,423,Online,Cancelled,TRK17062206,2,WINTER15,Referral,410.6
ORD200113,2024-01-17,C65905,Laptop,5,190.08,605,Cash,Shipped,TRK73954365,9,FREESHIP,Instagram,950.4
ORD200114,2025-01-27,C77272,Monitor,5,498.48,115,Online,Pending,TRK29708128,8,SAVE10,Google,2492.4
ORD200115,2023-11-27,C32580,Phone,5,374.99,122,Online,Shipped,TRK23670394,9,SAVE10,Facebook,1874.95
ORD200116,2023-03-19,C47761,Printer,4,291.35,109,Credit Card,Cancelled,TRK66669207,6,WINTER15,Facebook,1165.4
ORD200117,2023-03-08,C49187,Tablet,1,535.5,593,Gift Card,Cancelled,TRK81888598,5,WINTER15,Referral,535.5
ORD200118,2023-10-09,C27898,Printer,5,502.71,807,Gift Card,Shipped,TRK61957665,7,FREESHIP,Google,2513.55
ORD200119,2025-06-11,C14683,Desk,2,534.67,187,Debit Card,Shipped,TRK47373682,7,FREESHIP,Referral,1069.34
ORD200120,2023-04-11,C58108,Tablet,4,629.34,986,Cash,Cancelled,TRK66218053,4,WINTER15,Instagram,2517.36
ORD200121,2023-11-30,C89822,Desk,1,410.78,673,Cash,Cancelled,TRK24138598,1,FREESHIP,Instagram,410.78
ORD200122,2024-04-15,C96787,Laptop,2,533.02,588,Gift Card,Shipped,TRK30422853,2,NONE,Facebook,1066.04
ORD200123,2023-07-06,C86064,Desk,3,278.04,727,Online,Delivered,TRK62182901,5,NONE,Instagram,834.12
ORD200124,2024-07-28,C97148,Printer,4,283.79,563,Online,Pending,TRK85321126,8,NONE,Google,1135.16
ORD200125,2024-11-06,C91099,Phone,2,512.65,758,Credit Card,Shipped,TRK81846174,5,SAVE10,Email,1025.3
ORD200126,2025-05-03,C55606,Desk,4,275.5,353,Gift Card,Shipped,TRK68250319,8,FREESHIP,Google,1102.0
ORD200127,2023-08-10,C71486,Desk,3,469.32,365,Debit Card,Shipped,TRK73929833,3,NONE,Google,1407.96
ORD200128,2023-02-17,C86408,Tablet,4,21.07,244,Gift Card,Delivered,TRK41432648,4,FREESHIP,Google,84.28
ORD200129,2023-10-27,C52751,Laptop,4,263.93,427,Debit Card,Shipped,TRK72481234,4,FREESHIP,Facebook,1055.72
ORD200130,2025-01-22,C29059,Desk,3,501.3,513,Online,Cancelled,TRK88360704,3,WINTER15,Facebook,1503.9
ORD200131,2023-01-08,C72862,Tablet,1,84.8,606,Gift Card,Pending,TRK51648833,5,NONE,Instagram,84.8
ORD200132,2023-03-28,C96257,Tablet,4,450.75,583,Credit Card,Shipped,TRK13137948,6,WINTER15,Email,1803.0
ORD200133,2025-06-20,C87432,Chair,4,302.05,636,Debit Card,Cancelled,TRK68969625,6,SAVE10,Google,1208.2
ORD200134,2025-06-23,C16253,Laptop,2,199.7,583,Cash,Pending,TRK17354894,4,NONE,Email,399.4
ORD200135,2023-08-04,C79909,Printer,2,68.81,642,Gift Card,Shipped,TRK86742257,5,SAVE10,Referral,137.62
ORD200136,2024-04-27,C73370,Laptop,1,44.35,595,Gift Card,Cancelled,TRK67820278,1,SAVE10,Instagram,44.35
ORD200137,2024-11-26,C50682,Monitor,2,250.98,598,Credit Card,Delivered,TRK12242337,5,NONE,Google,501.96
ORD200138,2023-12-21,C21905,Tablet,1,298.06,478,Debit Card,Pending,TRK31863841,3,WINTER15,Google,298.06
ORD200139,2023-04-10,C61440,Phone,1,583.9,714,Cash,Returned,TRK33114521,1,NONE,Email,583.9
ORD200140,2025-05-31,C33110,Chair,3,528.14,388,Online,Delivered,TRK38624225,3,FREESHIP,Email,1584.42
ORD200141,2023-11-18,C80004,Printer,3,684.14,151,Cash,Cancelled,TRK66230753,3,WINTER15,Instagram,2052.42
ORD200142,2023-09-06,C86374,Desk,5,272.77,573,Cash,Pending,TRK79451491,7,WINTER15,Email,1363.85
ORD200143,2024-06-13,C66521,Chair,4,400.07,933,Online,Shipped,TRK34654244,5,NONE,Referral,1600.28
ORD200144,2023-08-04,C63365,Desk,5,219.78,895,Credit Card,Pending,TRK80100887,8,NONE,Facebook,1098.9
ORD200145,2024-03-02,C85929,Printer,3,146.91,798,Credit Card,Delivered,TRK29318610,6,FREESHIP,Google,440.73
ORD200146,2025-04-30,C84645,Tablet,2,411.49,404,Credit Card,Returned,TRK68893369,4,NONE,Instagram,822.98
ORD200147,2025-05-06,C46316,Laptop,2,465.18,893,Credit Card,Cancelled,TRK16196000,2,SAVE10,Google,930.36
ORD200148,2024-12-15,C35100,Phone,2,319.91,139,Credit Card,Cancelled,TRK56853491,3,WINTER15,Google,639.82
ORD200149,2023-12-27,C39671,Laptop,1,217.56,174,Debit Card,Delivered,TRK47153818,3,NONE,Facebook,217.56
ORD200150,2023-12-13,C25503,Phone,2,105.57,981,Debit Card,Returned,TRK29878837,5,WINTER15,Google,211.14
ORD200151,2023-12-01,C32960,Printer,5,444.76,947,Debit Card,Returned,TRK91226500,7,NONE,Email,2223.8
ORD200152,2025-01-02,C77736,Chair,2,399.04,659,Cash,Cancelled,TRK90329250,3,FREESHIP,Referral,798.08
ORD200153,2024-12-18,C71570,Chair,4,534.48,437,Online,Returned,TRK95992269,9,WINTER15,Instagram,2137.92
ORD200154,2023-07-20,C73587,Phone,4,408.21,727,Credit Card,Pending,TRK13955543,9,NONE,Instagram,1632.84
ORD200155,2023-02-27,C62740,Phone,1,424.4,446,Online,Shipped,TRK20706408,6,WINTER15,Referral,424.4
ORD200156,2024-11-08,C58808,Chair,2,269.83,651,Online,Delivered,TRK24451893,4,SAVE10,Email,539.66
ORD200157,2025-02-21,C50422,Monitor,2,564.58,636,Online,Returned,TRK71227815,4,WINTER15,Facebook,1129.16
ORD200158,2024-05-16,C23334,Tablet,1,331.06,737,Credit Card,Pending,TRK46335144,5,WINTER15,Instagram,331.06
ORD200159,2023-10-31,C48965,Printer,1,299.35,819,Credit Card,Cancelled,TRK50921780,5,WINTER15,Email,299.35
ORD200160,2023-02-17,C38669,Monitor,4,101.32,240,Cash,Pending,TRK81738254,7,NONE,Referral,405.28
ORD200161,2024-03-29,C35091,Monitor,1,211.14,513,Credit Card,Cancelled,TRK53784452,1,SAVE10,Facebook,211.14
ORD200162,2023-07-27,C82313,Chair,3,65.86,917,Online,Pending,TRK79854624,8,WINTER15,Google,197.58
ORD200163,2025-06-24,C99589,Tablet,1,641.39,277,Online,Cancelled,TRK16695001,1,NONE,Referral,641.39
ORD200164,2023-12-28,C70566,Desk,5,536.58,667,Gift Card,Pending,TRK49673411,5,SAVE10,Google,2682.9
ORD200165,2024-09-14,C60355,Monitor,2,500.29,226,Online,Returned,TRK30155194,7,WINTER15,Google,1000.58
ORD200166,2025-03-04,C28889,Chair,3,86.29,565,Cash,Delivered,TRK23791726,6,WINTER15,Instagram,258.87
ORD200167,2023-05-27,C88304,Chair,2,384.14,219,Online,Returned,TRK44268941,2,WINTER15,Email,768.28
ORD200168,2025-01-04,C49517,Printer,1,594.96,878,Cash,Returned,TRK78551375,6,NONE,Facebook,594.96
ORD200169,2024-04-07,C35785,Printer,1,427.82,732,Online,Delivered,TRK78923089,2,WINTER15,Email,427.82
ORD200170,2025-04-04,C80223,Desk,4,662.94,535,Cash,Cancelled,TRK68632951,8,SAVE10,Instagram,2651.76
ORD200171,2023-08-15,C20448,Tablet,2,148.22,336,Credit Card,Delivered,TRK67379895,7,WINTER15,Instagram,296.44
ORD200172,2025-04-06,C34134,Printer,1,254.12,365,Online,Delivered,TRK43074303,1,WINTER15,Email,254.12
ORD200173,2024-03-24,C95901,Phone,3,664.46,806,Online,Delivered,TRK56989066,4,FREESHIP,Google,1993.38
ORD200174,2024-04-16,C51145,Printer,4,600.81,790,Debit Card,Delivered,TRK59154274,9,SAVE10,Email,2403.24
ORD200175,2025-02-08,C78170,Chair,5,68.34,332,Debit Card,Pending,TRK71410605,6,WINTER15,Referral,341.7
ORD200176,2025-06-28,C80151,Tablet,4,430.83,553,Gift Card,Pending,TRK88251529,8,WINTER15,Referral,1723.32
ORD200177,2023-08-05,C55632,Chair,5,431.69,354,Credit Card,Pending,TRK13003066,10,NONE,Facebook,2158.45
ORD200178,2024-04-11,C53070,Chair,4,512.06,283,Online,Delivered,TRK49791755,5,SAVE10,Google,2048.24
ORD200179,2024-11-24,C27401,Laptop,3,539.91,500,Credit Card,Delivered,TRK14332053,8,NONE,Email,1619.73
ORD200180,2023-03-18,C87216,Tablet,5,316.07,970,Cash,Returned,TRK18713727,10,NONE,Google,1580.35
ORD200181,2024-08-31,C38966,Printer,5,404.39,247,Online,Shipped,TRK17205146,10,NONE,Referral,2021.95
ORD200182,2025-03-19,C16612,Desk,1,600.54,596,Debit Card,Pending,TRK96188223,4,WINTER15,Google,600.54
ORD200183,2024-04-18,C39246,Monitor,5,186.28,258,Debit Card,Delivered,TRK16658182,8,SAVE10,Email,931.4
ORD200184,2024-04-04,C65180,Tablet,4,214.54,231,Gift Card,Cancelled,TRK39255469,7,NONE,Referral,858.16
ORD200185,2025-02-02,C46877,Laptop,1,210.7,572,Online,Shipped,TRK96935978,2,WINTER15,Referral,210.7
ORD200186,2023-12-07,C30334,Phone,2,133.55,322,Cash,Pending,TRK66388885,7,FREESHIP,Facebook,267.1
ORD200187,2023-02-08,C21227,Chair,1,590.87,689,Gift Card,Returned,TRK79129657,6,FREESHIP,Referral,590.87
ORD200188,2025-03-15,C97715,Chair,2,363.91,927,Gift Card,Shipped,TRK19515949,2,FREESHIP,Referral,727.82
ORD200189,2023-07-05,C48939,Printer,5,429.45,597,Gift Card,Cancelled,TRK62786764,5,WINTER15,Email,2147.25
ORD200190,2024-08-31,C35483,Printer,3,223.7,725,Cash,Returned,TRK79638203,3,SAVE10,Email,671.1
ORD200191,2025-03-08,C51494,Laptop,2,488.87,505,Online,Cancelled,TRK58520306,4,FREESHIP,Google,977.74
ORD200192,2023-08-11,C58410,Desk,1,645.46,151,Gift Card,Cancelled,TRK19749672,5,SAVE10,Google,645.46
ORD200193,2023-07-21,C11644,Printer,1,46.66,429,Cash,Cancelled,TRK81320339,6,NONE,Google,46.66
ORD200194,2024-06-08,C53501,Monitor,1,249.57,899,Cash,Shipped,TRK90144892,3,FREESHIP,Google,249.57
ORD200195,2024-04-22,C63619,Chair,3,619.21,801,Debit Card,Cancelled,TRK65385674,6,NONE,Email,1857.63
ORD200196,2025-01-24,C40882,Desk,4,217.13,719,Cash,Delivered,TRK64165503,8,WINTER15,Email,868.52
ORD200197,2023-08-27,C80135,Laptop,5,221.51,723,Cash,Returned,TRK95222269,5,WINTER15,Referral,1107.55
ORD200198,2024-06-11,C37594,Laptop,4,340.3,926,Cash,Cancelled,TRK94405162,8,SAVE10,Referral,1361.2
ORD200199,2025-01-23,C87524,Phone,1,625.0,358,Online,Returned,TRK21114341,5,WINTER15,Google,625.0
ORD200200,2025-06-07,C97681,Tablet,5,433.26,895,Credit Card,Delivered,TRK37531040,9,SAVE10,Google,2166.3
ORD200201,2023-06-18,C10126,Monitor,2,674.9,146,Online,Shipped,TRK75607531,4,SAVE10,Facebook,1349.8
ORD200202,2025-02-06,C36938,Monitor,3,253.98,636,Credit Card,Cancelled,TRK52522904,3,FREESHIP,Email,761.94
ORD200203,2025-01-21,C99173,Printer,3,356.84,172,Online,Shipped,TRK89849342,5,SAVE10,Instagram,1070.52
ORD200204,2023-09-05,C99775,Laptop,4,413.71,478,Gift Card,Cancelled,TRK21638425,9,FREESHIP,Facebook,1654.84
ORD200205,2023-03-04,C19266,Desk,3,147.39,609,Debit Card,Returned,TRK58357269,3,NONE,Email,442.17
ORD200206,2024-04-16,C31072,Laptop,4,229.1,729,Gift Card,Returned,TRK77172975,8,WINTER15,Email,916.4
ORD200207,2025-03-18,C54595,Phone,1,121.96,999,Debit Card,Delivered,TRK44416659,3,NONE,Google,121.96
ORD200208,2024-10-08,C87777,Desk,2,408.32,597,Online,Shipped,TRK29003608,3,FREESHIP,Facebook,816.64
ORD200209,2023-08-29,C35854,Tablet,5,187.97,706,Cash,Returned,TRK30615168,9,SAVE10,Google,939.85
ORD200210,2024-12-05,C93821,Chair,3,358.48,513,Gift Card,Delivered,TRK10658539,7,FREESHIP,Facebook,1075.44
ORD200211,2025-01-03,C54390,Printer,3,193.58,185,Gift Card,Pending,TRK83853742,7,FREESHIP,Email,580.74
ORD200212,2023-06-20,C53215,Monitor,1,265.38,367,Credit Card,Cancelled,TRK34751835,6,WINTER15,Email,265.38
ORD200213,2023-04-20,C71122,Laptop,1,634.4,317,Cash,Cancelled,TRK54757882,6,SAVE10,Email,634.4
ORD200214,2024-08-21,C29483,Desk,4,305.72,673,Online,Delivered,TRK89423603,5,NONE,Facebook,1222.88
ORD200215,2023-08-10,C26767,Printer,1,303.6,432,Cash,Shipped,TRK24585307,5,FREESHIP,Facebook,303.6
ORD200216,2025-04-15,C70492,Monitor,4,496.0,811,Online,Cancelled,TRK84625405,8,WINTER15,Google,1984.0
ORD200217,2024-05-20,C61549,Desk,4,321.51,908,Cash,Returned,TRK65596914,9,NONE,Google,1286.04
ORD200218,2023-04-28,C11665,Tablet,3,112.46,882,Gift Card,Shipped,TRK10993930,6,SAVE10,Instagram,337.38
ORD200219,2025-05-02,C48946,Laptop,5,61.97,457,Cash,Delivered,TRK99387220,6,SAVE10,Email,309.85
ORD200220,2023-07-18,C79506,Laptop,2,373.17,497,Credit Card,Pending,TRK95188748,6,SAVE10,Referral,746.34
ORD200221,2024-02-23,C93473,Tablet,5,639.37,552,Debit Card,Pending,TRK50003989,6,SAVE10,Google,3196.85
